swWoF0TciIWmsxZFI2-H7g,American (New),4.5,27,9.99E-01,1
72PQGMhrEcIuWH-S44TprA,Asian Fusion,4.0,1381,5.93E-01,1
0Jg0XmblNFayUIKbhfqTFA,Japanese,4.5,57,9.99E-01,1
Okf2Qd9wVqpTN-aFScqbXw,Chinese,4.5,176,9.97E-01,1
qK6-BkVJE5bEm39XL8kJaw,American (New),4.5,56,9.99E-01,1
cFTq5MmBDPb_VEqQXPw2Dw,Sushi Bars,4.0,1304,5.57E-01,1
0dIF4OMuWzq1ltvBVb-WeQ,Italian,4.0,701,5.95E-01,1
z-ktitNH3yv_VJnSc56qtA,American (New),4.0,237,5.89E-01,1
Fd3uoo0U-OcFCp1YqF6oiw,Sushi Bars,4.0,18,5.27E-01,1
GvNGRgJ7XL4PB2JmOh46Wg,Italian,4.0,458,6.26E-01,1
VC7VTddnZmY6RQoLQd_49A,Italian,4.0,222,5.99E-01,1
srjmpCWPGHn2TTshSk2-NQ,Diners,4.5,64,9.99E-01,1
WtE8V9Tg8crGqErRtMePWQ,Sushi Bars,4.5,132,9.99E-01,1
WziqGmt6LHfwfbh_R3aJug,American (New),4.0,480,6.35E-01,1
2B4bC4w4PDC8Pj53SfTG2g,Indian,4.5,45,9.98E-01,1
qDoSNKNSEsS5KlG4Bzz67Q,Japanese,4.0,664,5.39E-01,1
Hi8MM6Nf8SnG6K6o8gFmpA,American (New),4.0,115,5.89E-01,1
AyFeVY91iPANf78-onl4Nw,Vegetarian,4.5,125,9.99E-01,1
Z74-TYAK_NerZhVRc5GOGw,American (New),4.5,215,9.99E-01,1
gXPrfBmt1uWSSusXw_FfEQ,Pizza,4.5,74,9.99E-01,1
AJQPQo-irGPz9danTaz9iA,Bars,4.5,6,9.99E-01,1
AScoRXoWMVPhGmnmq39Njg,Chinese,4.5,33,9.97E-01,1
0EtZ1xhnXWp4-ysNVwItYA,American (New),4.0,656,6.30E-01,1
B-NQjTjaIPURVtpUQe0-3w,American (Traditional),4.0,1386,5.84E-01,1
svFST6fsBctnkNx72x0YFA,Sushi Bars,4.0,100,5.27E-01,1
isw3cS3hOKdKeBgi3lF3-A,American (Traditional),4.5,113,9.99E-01,1
n3pvwUbU7uylefOrf1VINw,American (New),4.0,35,5.89E-01,1
uHPFdSyJFDwiEI82CBQDRg,Mediterranean,4.0,1264,6.20E-01,1
ktY-9JK39v47YdLJDC4PsA,American (New),4.0,35,5.89E-01,1
QzZl1JbOiL6VZ0FVEkkeFQ,Indian,4.5,208,9.98E-01,1
xu-5zv35rITBrIw_OYzhfA,Gastropubs,4.0,38,5.01E-01,1
zYiPaRzO4QUONEalqhXKeQ,Chinese,4.5,142,9.97E-01,1
LCryiTK3rDijIzmR8atdqA,American (New),4.0,89,5.89E-01,1
9LCY2F98AV45IZA0Y4rXoQ,Afghan,4.5,135,9.99E-01,1
2_LFOYXjTK50sNZ7t9oXqA,Tacos,4.0,410,5.36E-01,1
1ZEUvoDlg7ixlwwlK2a3mQ,Korean,4.5,191,9.98E-01,1
XmUNmnxvpvDHHvFqjuqdvw,Sushi Bars,4.0,46,5.27E-01,1
1D5L9sU3wb9J5baiw9Zqyw,Fast Food,4.5,48,9.99E-01,1
5l_ZpB2bF8f8cAEgA9G4sQ,Italian,4.0,357,6.24E-01,1
iOPdZwEVAT412tbLuKnHew,Korean,4.5,26,9.98E-01,1
FhUSaYpCSi7P_Hby760r5w,American (New),4.5,93,9.99E-01,1
PIC3URoS728clY5Cw6RTGw,American (New),4.0,452,5.68E-01,1
dFVoTVJBEpFxf3SRJQ6a0g,American (New),4.5,268,9.99E-01,1
fWABYDe4AZEkfeNJIu7CTg,Italian,4.5,98,9.99E-01,1
Gf46avXx1X4RyI8ZjN9Dvg,Italian,4.5,25,9.99E-01,1
IpKCgQU9nJo75dLD9aA13w,Pizza,4.5,54,9.99E-01,1
9PDYEiQciq_4BmbYryAYcw,American (Traditional),4.5,36,9.99E-01,1
8-cBsSXmLaGK6qCD0tmcZg,American (New),4.0,741,6.03E-01,1
BRv5b6DmzuaLKA-2F32iKA,Burgers,4.5,298,9.99E-01,1
wWt320NYdKjlPqoHfIDosQ,Bars,4.0,40,5.11E-01,1
9wHPyzkvSut9-8pzCGvk5Q,Korean,4.5,72,9.98E-01,1
OcfPXbhI0N9AmMCpWKSH7w,Italian,4.0,107,5.99E-01,1
8Z82-6yfZ7laspyTf6tYCA,Pizza,4.0,321,5.42E-01,1
Eng53R4ZvchGfwtxjkyiGg,Italian,4.0,48,5.99E-01,1
457rB-piltkliX81ApG5aw,Korean,4.5,196,9.98E-01,1
mU3vlAVzTxgmZUu6F4XixA,American (New),4.0,1050,6.25E-01,1
cm4KHmgiL-Wj0AnD3MYmeg,Grocery,4.5,8,9.99E-01,1
MQn2g69S6G-gDT6ngbK_pQ,Mediterranean,4.5,4,9.99E-01,1
60bgJi6Kj-4H8KYiAVUKBg,American (New),4.0,114,5.89E-01,1
iLvnhZw7-7iIsi-e22w8DQ,Bars,4.0,182,5.11E-01,1
AlfkFxfD-cUBGA3Eq3j0Uw,Indian,4.5,233,9.98E-01,1
aOCqNgTnTbdAbY61ZgRPaA,Sushi Bars,4.0,1008,5.81E-01,1
X-mm564efSYmvM-9P4mn1w,Sushi Bars,4.0,89,5.27E-01,1
fbb7fsCGVMVkavIMm7_8KQ,Mexican,4.5,200,9.98E-01,1
9yoNgUDljC045pi7t8XK-Q,Japanese,4.5,140,9.99E-01,1
2ZVSDvbFK2DNoZb9x7NlfQ,Asian Fusion,4.0,494,5.30E-01,1
I8CNZHuzqia4RO2DUaJKCQ,Japanese,4.5,154,9.99E-01,1
1GYKkZm14lZZHdvFkAtSXw,Cocktail Bars,4.5,184,9.99E-01,1
_D1Ev_zTZs5ijHkleK6C2w,American (New),4.0,1967,7.61E-01,1
sLrHO2ct7qsJERWYXrR1pg,Sushi Bars,4.0,1131,5.59E-01,1
xfmXbvTrtmfGxySJQ2TRXQ,Sushi Bars,4.0,103,5.27E-01,1
h_pdXO0TiXjVPJ-tXPvYLg,American (New),4.0,1501,6.18E-01,1
7_keO0r3oVj6hllofDUWfw,American (New),4.0,428,6.13E-01,1
UdO_uBm3sIM5DwaE8XIpbg,American (Traditional),4.0,403,5.03E-01,1
C-8mGN7lt5rIraO5n-15ug,American (Traditional),4.0,1939,6.69E-01,1
ZYdNJXIpa4PJI4yUFFpSKQ,Italian,4.5,80,9.99E-01,1
VtgFuz3LXsrGB-SzPSQbDg,Mexican,4.5,226,9.98E-01,1
cxVqsH6a5ro5PaWssb38kw,Steakhouses,4.0,481,5.40E-01,1
oEwmCZknUHgHfEBdKA2SZA,Vietnamese,4.5,268,9.99E-01,1
bKrtFOzhGU1j5RuwxaEw_g,American (New),4.0,484,6.58E-01,1
N7_ghbJDwMx_NrG43DlQZA,Italian,4.0,60,5.99E-01,1
H-fbrqyst5BUXONfImr_JQ,Sushi Bars,4.0,42,5.27E-01,1
EhrV3h99iuBDJ83sIoobqQ,Chinese,4.5,22,9.97E-01,1
YMruiRKiR9JaRWbXMeud9w,Italian,5.0,209,5.99E-01,1
YIsvCSAtTrQy-fPzbFn5Yg,Burgers,4.5,38,9.99E-01,1
dMHhjARaJjHXeZS4zRhwGQ,Korean,4.5,2,9.98E-01,1
6CQxGUaqQgzEef3cvk2vUw,Bars,4.0,797,5.05E-01,1
L8RRAd-JZ0Bd4MER0yyX-g,Japanese,4.0,3757,5.03E-01,1
-pK1SR3blPDEzYKwXk4L5Q,American (New),4.0,548,6.20E-01,1
aMW2YF4LQdzfaPrgQHP9Bw,Sushi Bars,4.5,135,9.99E-01,1
5Pik34EY1zRXYQGzBV_d8g,Italian,4.0,1444,6.97E-01,1
q3dJQtwZQrrurNT-1bNKgQ,Italian,4.0,1197,5.97E-01,1
qbch1kRF5lUEb8VKhN-IRQ,Mexican,4.5,57,9.98E-01,1
zDzMENCBnI-J1b0OZeT4Lw,Korean,4.5,175,9.98E-01,1
DEbsQ0oo4s1FGfiwhKEGvQ,Italian,4.0,264,5.99E-01,1
M7knZAjYDA7lmHHP309-Wg,Indian,4.5,292,9.98E-01,1
W76XP0WSG1FPJdZzDTylhg,Wine Bars,4.5,112,9.99E-01,1
hSf4dN8617Czf1T2VrJHgQ,Indian,4.5,71,9.98E-01,1
VtjIXjkFDluasukeUzIAbw,Chinese,4.5,33,9.97E-01,1
EoT2VurGD5Xg7WRW23JLLw,Tex-Mex,4.5,267,9.99E-01,1
XvEz60Y0NbLxooK9AmRU8g,Italian,4.0,398,5.91E-01,1
DfS1Cly8GEk8bef1k7odWA,Japanese,4.0,481,5.70E-01,1
_287i8ZeEf0H1LiqPhyvBg,Chinese,4.5,28,9.97E-01,1
wMOioy2KAoI2AnpbqwxdOg,Japanese,4.5,282,9.99E-01,1
KvRh-exPg_KegOM_HXeskw,Ice Cream & Frozen Yogurt,4.5,53,9.99E-01,1
hAIGEvUXroF7oswXCD6yww,Sushi Bars,4.0,239,5.27E-01,1
iQtGgTuPT7Zb_AHtLxl5sw,Mexican,4.5,244,9.98E-01,1
UAido61OqOmR4P7zQB-Duw,Italian,4.0,1025,6.50E-01,1
2E9O-p-lp587aOMnpLepkQ,Korean,4.5,62,9.98E-01,1
8OPhG3eSJ_rk77tmnoDMTw,Sushi Bars,4.0,55,5.27E-01,1
zOeJnMNqzcK-u4ooGIQgKw,Italian,4.0,70,5.99E-01,1
-8oIIpYJAXWg-G3glapMmQ,Bars,4.5,207,9.99E-01,1
lKU_kljhbEQKIPaM1Zbqiw,Italian,4.0,691,5.95E-01,1
KXiClWndL6UyPJDt7y50zQ,Italian,4.0,1001,6.50E-01,1
